GenA	GenB	MI
TASL	C3AR1	0.347431
EEF1A1P12	EEF1A1P19	0.347382
RCOR1	YY1	0.347227
RWDD1	SNX3	0.347217
LCP2	RASAL3	0.347166
SIL1	NSMCE1	0.347161
RNF4	FAM193A	0.34707
BTK	CD33	0.347
ZNF302	ZNF567	0.346896
TYROBP	MYO1F	0.346895
ETV6	CHCHD6	0.346834
CD33	GAB3	0.346802
ATXN3	ALKBH1	0.346676
ABI3	NCKAP1L	0.346649
IL16	IKZF1	0.346642
PDZD11	ABCB7	0.346525
MED11	NDEL1	0.346524
TESPA1	NLRC3	0.346482
CLUH	SCO1	0.346456
CSNK1G2	THOP1	0.346452
SNX20	ARHGAP30	0.34639
STT3A	HYOU1	0.346311
WAS	GNGT2	0.346244
GIMAP6	SNX20	0.34622
GIMAP6	RNASE6	0.34617
NKTR	NR2C2	0.346169
CTNS	VPS53	0.346139
TYROBP	HAVCR2	0.346075
MS4A6A	MYO1F	0.346021
WDR20	MTA1	0.346005
ALKBH1	FCF1	0.346005
CD86	CSF1R	0.34593
ATP5F1D	TIMM13	0.345797
ESAM	CD34	0.345768
TENT4A	ICE1	0.345663
DAP3	HAX1	0.345635
PCDH12	DIPK2B	0.345633
RGS5	CD34	0.345629
TEK	RAMP3	0.345577
GRPEL1	TNIP2	0.345539
ANKFY1	SMYD4	0.345529
WAS	GIMAP6	0.345481
SGSM2	SGSM2-AS1	0.345427
TTI1	DDX27	0.345409
MZT2B	MZT2A	0.345156
USP19	SETD2	0.345116
ADD1	NELFA	0.345097
RANBP3	GNA11	0.345085
FAM78A	ARHGAP30	0.345034
DR1	C1orf52	0.34497
CDC37	EIF3G	0.344913
WAS	ABI3	0.344875
ZNF420	ZNF260	0.344771
BRD9	TENT4A	0.344739
PAF1	MED29	0.344615
WDR82	USP19	0.344591
WDR70	DROSHA	0.344482
PCDH17	KDR	0.344408
ACAP1	IKZF3	0.344389
ESAM	CLEC14A	0.344288
RBSN	BRPF1	0.344265
BTK	CYTH4	0.344259
ARHGAP30	PIK3R6	0.344192
BAG6	DHX16	0.34411
CACTIN	FZR1	0.34409
ICE1	DNAJC21	0.344037
MPND	MICOS13	0.343987
ZNF416	ZNF224	0.343952
ZNF45	ZNF180	0.343791
RICTOR	PAIP1	0.343787
TNFRSF10A	TNFRSF10A-AS1	0.343689
RPAIN	SMYD4	0.343654
CCR1	LILRB3	0.343608
RAMP3	ADGRL4	0.343602
BTK	CD180	0.34358
RPL18A	RPS28	0.343403
LETM1	PIGG	0.343348
BCL7C	SMUG1	0.343322
NOVA2	ROBO4	0.343289
SCO1	PRPF8	0.343278
RANBP3	XAB2	0.343233
CD34	GPR4	0.343191
MED29	SUPT5H	0.3431
SLBP	NELFA	0.343068
ARHGAP9	CD226	0.343029
PARVG	ARHGAP25	0.343014
ITGA4	GIMAP1	0.342873
WAS	PIK3CG	0.342842
CSNK2A1	SNRPB2	0.342828
ALKBH1	VIPAS39	0.342752
RAD18	BRPF1	0.34273
PIN1	ZNF653	0.342657
CYTH4	SASH3	0.342646
SNX3	RARS2	0.342627
CD37	TESPA1	0.342565
MTRR	OTULIN	0.34253
ARHGAP30	SPN	0.342453
CD33	FERMT3	0.342382
NUP155	RIMOC1	0.342358
GRPEL1	DHX15	0.342356
RAB5A	CCDC174	0.342302
ADGRF5	KDR	0.342299
WAS	PIK3R5	0.342294
XPO7	MAK16	0.34225
PLCB2	FERMT3	0.342232
NCKAP1L	FCER1G	0.342205
CYTH4	NCKAP1L	0.342168
TBXAS1	SPI1	0.342155
PDGFRB	OLFML2B	0.341861
ZNF567	ZNF461	0.341849
TESPA1	SPN	0.341677
LCP2	CYTH4	0.341637
TNFAIP8L2	C3AR1	0.341595
RANBP3	CSNK1G2	0.341504
NUP210	CHCHD6	0.341481
C1QBP	EIF5A	0.341478
NOVA2	TEK	0.341461
RANBP3	THOP1	0.341182
ANKRD44	SASH3	0.341114
SMUG1	ALG1L1P	0.341062
TMEM33	PIGG	0.341061
STAB1	CD14	0.340949
BRD9	ICE1	0.340934
SETD2	RBM15B	0.340838
ECSIT	ZNF653	0.340805
WDR70	SUB1	0.340793
RAD54L2	ARIH2	0.340788
ELOB	MMAB	0.340737
EPB41L4A	EPB41L4A-DT	0.340736
SNRPB2	MGME1	0.340726
MYCT1	S1PR1	0.34065
LINC00674	LRRC37A16P	0.34062
TENT4A	MED10	0.340586
CD86	NCKAP1L	0.34058
KDR	TM4SF18	0.340495
PKD1P3	PKD1P6	0.340437
HOXB2	HOXB4	0.340422
ARHGAP30	TRPV2	0.340418
NEK2	CENPF	0.340369
IL16	LCK	0.340324
GPKOW	CCDC22	0.340203
TIMM13	MICOS13	0.339985
FAM78A	GAB3	0.339853
RAB5A	PDCD6IP	0.339813
TYROBP	WAS	0.339804
ARMCX3	ARMCX6	0.339782
CD37	SASH3	0.339776
DAP3	MRPL24	0.3397
BABAM1	PGLS	0.339693
TTC33	RIMOC1	0.339589
FERMT3	ARHGAP30	0.339468
TYROBP	CD33	0.339333
FLT1	GPR4	0.33924
BRD9	CLPTM1L	0.339103
MNDA	CSF1R	0.339055
TRPV2	PIK3R6	0.339026
WAS	IL16	0.339011
BCL7C	SIL1	0.338927
MAP4K1	TESPA1	0.338911
FAM78A	GIMAP6	0.338856
OXCT1	DNAJC21	0.338853
NCKAP1L	SPN	0.338782
CD4	FCER1G	0.338732
PLVAP	TM4SF18	0.338627
GPR65	RNASE6	0.33849
ZEB2	TRPV2	0.338424
SKP2	ZNF131	0.338385
ZNF416	ZNF230	0.338369
RWDD4P2	RWDD4	0.338322
DISP1	CCDC57	0.338251
NIPBL	PAIP1	0.338196
LSM4	RPS28	0.338184
DCAF1	SETD2	0.338125
CASP8AP2	ZNF292	0.338102
AP3B1	SLC30A5	0.338082
IARS2	RAB3GAP2	0.33796
DCUN1D1	SENP2	0.337899
TMEM273	GIMAP1	0.337835
PSMC4	XRCC1	0.337827
MAP4K1	IKZF3	0.337699
PIK3CG	FERMT3	0.337622
ZNF227	ZNF180	0.337597
GIMAP6	TRPV2	0.337569
MS4A6A	GIMAP6	0.337499
CGRRF1	ATP6V1D	0.33747
WDR1	NELFA	0.337326
GLOD4	TIMM22	0.337276
GINM1	WTAP	0.337275
ILKAP	DTYMK	0.337176
MAP2K4	TIMM22	0.33716
PLD1	CHCHD6	0.337156
HYOU1	SRPRA	0.337141
ACAP1	IKZF1	0.337101
TIE1	ADGRL4	0.337066
RAB22A	YTHDF1	0.337043
APPL1	PDE12	0.33701
PSMA1	RPLP2	0.336924
ZNF416	ZNF222	0.336898
LCP2	GPR65	0.336838
PCDH12	ARHGEF15	0.336802
RASAL3	IKZF1	0.336755
SPI1	SLC39A13-AS1	0.336741
ADD1	CTBP1	0.336739
DHX30	RPL14	0.336711
MARCHF6	CCDC127	0.336664
RBSN	CCDC174	0.336458
MS4A6A	TNFAIP8L2	0.336407
RASAL3	IKZF3	0.336381
SKP2	NIPBL	0.33635
RAF1	SETD2	0.336325
APPL1	WDR82	0.336234
ATG5	QRSL1	0.336223
TMEM115	LSM3	0.336214
LY86	ADAP2	0.336199
RNF123	USP19	0.336179
PTPN7	SEPTIN1	0.336172
PDCD2	TBP	0.336161
MAP4K5	SAV1	0.33614
CSNK2A1	MRPS26	0.336084
TASL	GIMAP6	0.336015
NDUFB7	MAP2K2	0.335959
RBSN	SETD2	0.335953
MYL12A	MYL12B	0.335946
MS4A6A	PIK3R6	0.335938
RAB5A	FGD5-AS1	0.335891
NBPF11	NBPF12	0.33582
SASH3	ARHGAP25	0.335803
MARCHF1	SLC8A1	0.33568
COL4A2	COL4A1	0.335662
LYRM2	RTN4IP1	0.33564
CDK5RAP1	AAR2	0.335609
CD37	RASAL3	0.335581
CORO1A	GAB3	0.335545
PCDH17	CD93	0.335502
CD4	TYROBP	0.335475
FKBP3	ACTR10	0.33545
STAU1	RALGAPB	0.335394
DHX33	PELP1	0.33526
RBSN	ZNF621	0.335191
BRIX1	MARCHF6	0.335179
MRPL47	RFC4	0.335128
MRM3	TIMM22	0.335042
RAMP3	CLEC14A	0.335036
CORO1A	MAP4K1	0.335028
MRPS30	PAIP1	0.335027
NCKAP1L	SLC8A1	0.334934
SLC25A17	RBX1	0.334926
POLE2	MTHFD1	0.334921
MARCHF1	FCER1G	0.334915
PPP4R2	PSMD6	0.334872
TIE1	S1PR1	0.334762
DROSHA	MRPL36	0.334759
KLC1	XRCC3	0.334731
QRSL1	CEP57L1	0.334667
C5orf22	MARCHF6	0.334662
PTPN23	SETD2	0.334652
RFC4	DNAJC19	0.33463
DOCK2	SPN	0.334455
BRPF1	WDR82	0.334367
CSNK2A1	TBC1D20	0.334351
USP10	SF3B3	0.334219
IKZF3	NLRC3	0.334177
LY86	CD86	0.334174
C1orf162	RNASE6	0.334115
BAZ1B	NUP205	0.334084
WAS	TMEM273	0.334053
NCBP3	GLOD4	0.334043
PDCD11	NOLC1	0.334036
DCUN1D1	DVL3	0.333978
RBX1	RPS19BP1	0.333969
GPR65	SNX20	0.333953
EXOC5	WDHD1	0.333916
PSENEN	LSM14A	0.333912
FAM193A	TNIP2	0.333912
MAEA	HTT	0.333908
CD180	DOK3	0.333895
PTPN23	RNF123	0.333893
MYCT1	ESAM	0.333866
YJU2B	SUGP1	0.333787
ZNF302	ZNF566	0.333768
CTBP1	LRPAP1	0.333735
GPR65	ZEB2	0.333703
LSM7	THOP1	0.333669
TEK	PLVAP	0.333664
ITGAX	CCR1	0.333649
ZNF230	ZNF180	0.333646
DTNBP1	LYRM4	0.333595
SCAMP3	LAMTOR2	0.333559
ANKRD44	LCK	0.333551
ACAP1	GAB3	0.333506
THUMPD3	VGLL4	0.333491
ZNF566	ZNF260	0.333477
THUMPD3	USP19	0.333461
POP4	UQCRFS1	0.333387
TM4SF18	CLEC14A	0.333386
FERMT3	IL16	0.333353
MTRR	ICE1	0.333299
SMUG1	NSMCE1	0.333295
SLC39A9	MED6	0.333142
CASC3	CDK12	0.333132
LCP2	PIK3R5	0.333114
KDM4C	UHRF2	0.333089
SPI1	SLC8A1	0.333062
CRK	TSR1	0.332979
PDS5A	SLBP	0.332974
ABI3	FCER1G	0.332964
TYROBP	TNFAIP8L2	0.332963
DHX33	TSR1	0.332882
ADD1	MAEA	0.332843
TYROBP	GPR65	0.332838
FCF1	NAA30	0.332833
PIGCP1	LINC00294	0.332822
RASAL3	AGAP2	0.332819
PLK4	MAD2L1	0.332796
FASTKD3	ZNF131	0.332792
PSMA7	EIF2S2	0.332758
PIK3CG	PIK3R5	0.332753
CCDC127	NNT-AS1	0.332744
CD4	CD33	0.332735
CD37	GAB3	0.33273
TRPV2	GIMAP1	0.33269
SPN	PIK3R6	0.332591
RPL18A	LSM4	0.33259
MKRN2	BRPF1	0.332544
WAS	PARVG	0.33254
TBCCD1	MAGEF1	0.332463
LYRM2	PDSS2	0.332463
TIMM13	HDGFL2	0.332388
ADGRF5	GPR4	0.332369
DHX30	CCDC71	0.332344
RANBP3	GTF2F1	0.332305
ZNF816	ZNF888	0.332293
CSTF1	RAE1	0.332267
ANKRD44	SPN	0.332257
FERMT3	RNASE6	0.332246
RAD1	GUSBP1	0.332236
ABI3	AIF1	0.332231
RBSN	NR2C2	0.332196
TMEM33	GUF1	0.332122
PLCB2	GPR65	0.332013
RPL14	RBM15B	0.331984
RASSF4	TRPV2	0.331924
MS4A6A	SLC8A1	0.331922
NDUFB2	LSM4	0.331876
CD33	SLC39A13-AS1	0.331827
AGAP2	PTPN7	0.331778
TMEM33	PDS5A	0.331603
ZNF234	ZNF224	0.331601
RBX1	ATXN10	0.331537
TRIM28	FIZ1	0.331455
CD37	FAM78A	0.331431
NCKAP1L	FAM78A	0.331415
TYROBP	MS4A7	0.331395
MTRR	FASTKD3	0.331336
NBEAL1	RAPH1	0.331325
RAD1	MARCHF6	0.331303
DNAJC21	PAIP1	0.331297
CDC16	UPF3A	0.331296
HAVCR2	ARHGAP25	0.331221
WAS	HAVCR2	0.331163
GPR65	C1orf162	0.331155
TMEM161A	SUGP1	0.331151
PNPLA6	CLPP	0.331143
S1PR1	PECAM1	0.331106
KEAP1	ECSIT	0.331072
APBB1IP	CD226	0.331012
NCBP3	NEURL4	0.330963
POP4	UBA2	0.330958
ARIH2	IFRD2	0.330929
DROSHA	NADK2	0.330836
TADA2B	PIGG	0.330791
GNA11	DOT1L	0.330791
GIMAP6	PTPN7	0.330769
DOCK2	LCK	0.330754
LRRC25	FPR3	0.33075
TESPA1	CD226	0.330722
UPF2	DCLRE1C	0.33071
CD37	IKZF1	0.330637
TTLL5	VIPAS39	0.330622
ARMC8	DBR1	0.330547
KNL1	BUB1B	0.330499
ANAPC4	HAUS3	0.330473
FASTKD3	TMEM267	0.330465
FAM78A	SNX20	0.330438
ALKBH1	EIF2B2	0.330436
PIK3CG	DOCK2	0.330419
MKRN2	UBP1	0.330395
OAZ1	LSM7	0.330351
RNGTT	RARS2	0.330337
ADGRF5	PCDH12	0.330238
ARHGEF6	DOCK2	0.330207
KDR	PLVAP	0.330183
ROBO4	ARHGEF15	0.330112
RAD18	CCDC174	0.330038
BIN2	GAB3	0.330001
BTK	FPR3	0.329976
MYO1F	SNX20	0.329944
OXCT1	TARS1	0.329942
DCUN1D1	ACTL6A	0.329897
RNGTT	MAP3K7	0.329883
PAFAH1B1	FXR2	0.329829
ANAPC4	MFSD10	0.329806
ELAC2	GLOD4	0.329787
MRPS30	ICE1	0.329775
PCDH17	DIPK2B	0.329754
LCP2	TESPA1	0.329666
ZNF28	ZNF468	0.329584
CORO1A	SASH3	0.329524
MKRN2	RAB5A	0.329491
WDR1	MAEA	0.329454
SAMD4B	SUPT5H	0.329436
BTK	ABI3	0.329433
EAF1	APPL1	0.329421
GIMAP6	PIK3R6	0.329357
FASTKD3	DNAJC21	0.329326
C5orf22	FASTKD3	0.329311
CCDC174	CNOT10	0.329277
MYO1F	GIMAP1	0.329269
LCP2	GNGT2	0.329269
TMEM33	ZCCHC4	0.329246
TYROBP	CYTH4	0.329231
SGTA	CSNK1G2	0.329217
TYROBP	ZEB2	0.329203
MRPL24	FLAD1	0.329177
CD33	AIF1	0.329167
ATG5	MAP3K7	0.329163
ARHGAP9	MYO1F	0.329128
CCDC71	RPL14	0.329119
CD37	MYO1F	0.329112
BTK	CSF1R	0.329048
ABCD4	COQ6	0.328992
ECSIT	QTRT1	0.328949
ABCE1	OTUD4	0.328939
MFNG	GIMAP6	0.328901
MKRN2	FGD5-AS1	0.328898
TASOR	RBM15B	0.328873
COX10	C1QBP	0.328652
TTI1	RPRD1B	0.328649
ACAP1	CORO1A	0.328628
CCNK	BAG5	0.328592
ICE1	ZNF622	0.328511
SENP3	PRPF8	0.328503
PRKAR2A	PDE12	0.328467
MAP4K1	SASH3	0.328452
NCKAP1L	MNDA	0.328436
BTK	SASH3	0.328369
CTNNBL1	RPS21	0.328339
HAVCR2	MYO1F	0.328308
EAF1	UBP1	0.328303
TLR4	ZEB2	0.328258
COPS3	TIMM22	0.328253
WDR70	BRIX1	0.328168
PIK3CG	TESPA1	0.328152
PCDH17	TEK	0.328104
ZNF222	ZNF226	0.328103
ESAM	ADGRL4	0.328084
TYROBP	CSF1R	0.328061
NDUFB7	SMIM7	0.328054
NUP155	ICE1	0.328031
DPH3	PDCD6IP	0.327959
ZNF284	ZNF224	0.327869
RPRD1B	DDX27	0.327812
RBX1	PHF5A	0.327793
TYROBP	SLC39A13-AS1	0.327739
PCID2	CUL4A	0.327718
APBB1IP	ARHGEF6	0.327713
PSMD13	NAP1L4	0.327697
NCKAP1L	PTPN7	0.32769
BTK	PLCB2	0.327619
GPR65	TRPV2	0.327574
CCR1	C3AR1	0.32756
DBR1	MSL2	0.327551
FCGR2A	C3AR1	0.327345
PIK3C2A	UEVLD	0.327292
FERMT3	SLC39A13-AS1	0.327108
PIGG	PCGF3	0.327091
DOHH	SLC39A3	0.327073
MAEA	GRPEL1	0.327016
ABCF2	CUL1	0.326996
C5orf22	ZNF131	0.326986
NADK2	NIPBL	0.326974
CD180	SLC39A13-AS1	0.326945
CYTH4	GAB3	0.326901
ZC3H3	HSF1	0.326898
CD37	GIMAP1	0.326873
C19orf25	MAP2K2	0.326869
CD300A	AIF1	0.326861
BTK	LRRC25	0.326861
HAVCR2	TRPV2	0.326852
FGR	LILRB3	0.326785
CD300A	CSF1R	0.32674
SELPLG	SNX20	0.326697
CYTH4	PLCB2	0.326685
GTF2F1	HDGFL2	0.326663
CD33	ABI3	0.326647
ANKRD36	ZNF514	0.326637
ARHGEF15	EXOC3L2	0.326607
APBB1IP	PTPN7	0.326604
CD37	ARHGAP9	0.326546
GJA4	ARHGEF15	0.326531
CARHSP1	USP7	0.326529
FZR1	THOP1	0.326475
DHX30	CNOT10	0.326453
ALKBH1	ATG14	0.326373
KDR	EXOC3L2	0.326312
CORO1A	NLRC3	0.326277
EXOC5	PCNX4	0.326269
DOCK2	PTPN7	0.326263
SAV1	KLHL28	0.32624
TUSC2	ARIH2	0.326228
RAD54L2	IP6K1	0.326116
PELP1	NEURL4	0.326056
WAS	SPN	0.326053
PSMA7	CSE1L	0.326031
UBA3	THOC7	0.326027
GNL3	IFRD2	0.325929
FCF1	ACTR10	0.325927
PDGFRB	SGIP1	0.325837
DIPK2B	EXOC3L2	0.325814
WAS	TRPV2	0.325725
GIMAP6	AIF1	0.325681
ELOB	SMUG1	0.325674
EXD2	VIPAS39	0.325663
PAFAH1B1	PRPF8	0.325529
GAB3	ARHGAP25	0.325494
MYBBP1A	TSR1	0.325487
MAEA	TNIP2	0.325406
FLT1	PLVAP	0.325372
TRPV2	AIF1	0.325329
DCTN6	VPS37A	0.325171
FAM78A	TRPV2	0.325164
KIAA1143	FGD5-AS1	0.325091
FCF1	EIF2S1	0.325031
YWHAE	TIMM22	0.325013
FASTKD3	RIMOC1	0.325008
LCP2	MS4A6A	0.324956
SYNE1	GIMAP6	0.324923
NOP14	LETM1	0.324887
TBCCD1	ACTL6A	0.324869
YJU2	GTF2F1	0.324849
KLC1	MTA1	0.324816
CYTH4	GIMAP1	0.324813
SMIM7	UBA52	0.324789
MYO1F	PIK3R6	0.324734
TNKS	CNOT7	0.32468
MAP4	UBP1	0.324678
SKP2	RIMOC1	0.324667
LY86	FCER1G	0.324657
OXCT1	NUP155	0.324605
TIMM13	PLEKHJ1	0.324565
AIF1	GIMAP1	0.324538
ARHGEF6	SPN	0.324537
RAB33A	IL16	0.324373
ARHGAP9	PIK3R5	0.324358
ZNF574	ZNF180	0.324272
MARK3	MTA1	0.324255
ARHGAP9	IKZF1	0.324235
CD37	DOCK2	0.324222
TYROBP	GIMAP1	0.324208
USP19	ARIH2	0.324177
TASL	LRRC25	0.324172
DOK2	GIMAP1	0.324099
IFFO1	GIMAP1	0.324085
ZNF548	ZNF567	0.324083
ACTR8	CRBN	0.324082
TIMM13	MAP2K2	0.323867
BRIX1	SKP2	0.323861
VGLL4	XPC	0.323852
TYROBP	SLC8A1	0.323788
TBC1D7	FARS2	0.323763
ZNF443	ZNF799	0.32372
USP19	CCDC71	0.323682
PRPF8	TIMM22	0.323679
RAD18	TRAIP	0.32366
ZEB2	AIF1	0.323535
BRD9	MED10	0.323535
XRN2	TRMT6	0.323522
CD37	CD226	0.323437
PTPN7	CD226	0.323386
MS4A6A	GIMAP8	0.323345
TARS1	BRIX1	0.323278
GPR65	C3AR1	0.323157
CYTH4	CD37	0.323109
LCP2	SPN	0.323088
LCP2	PLCB2	0.323063
PPP1R8	DNAJC8	0.323032
ELAC2	TSR1	0.322994
MIS12	ANKFY1	0.322884
PAIP1	PAIP1P2	0.322882
WASL	NDUFA5	0.322873
CDK5RAP1	NFS1	0.32285
SCAP	CNOT10	0.322836
ALKBH1	NAA30	0.322821
NSUN2	C5orf22	0.322793
SPI1	NCKAP1L	0.322763
MYO1F	GAB3	0.322641
PHRF1	TSSC4	0.322622
RRP9	MON1A	0.322597
APBB1IP	CD37	0.322574
AAR2	YTHDF1	0.322526
KATNIP	NFATC2IP	0.322515
MAP4K1	AGAP2	0.322511
MRPS30	CCT5	0.322474
LAMTOR3	METAP1	0.322459
TESPA1	FERMT3	0.322423
PAFAH1B1	DERL2	0.322415
TMEM267	ZNF131	0.322386
SEC22C	CNOT10	0.322364
MS4A6A	PLCB2	0.322335
ZDHHC6	ABRAXAS2	0.322314
RAMP3	DIPK2B	0.3223
GOLPH3	PAIP1	0.322225
PIAS4	CSNK1G2	0.322166
ATXN3	VIPAS39	0.322145
PACS2	BRF1	0.322087
WDR70	ZNF622	0.322081
COPZ1	ATP5MC2	0.322074
TBCB	UBA2	0.321982
RPRD1B	YTHDF1	0.321981
VGLL4	USP19	0.32193
CSNK2A1	POLR3F	0.321929
MRPS30	ZNF131	0.321863
MAEA	OCIAD1	0.321804
SASH3	PLCB2	0.321758
CUL4A	TFDP1	0.321713
HSPA12B	CLEC14A	0.321712
PSMB4	VPS72	0.321701
ABI3	TASL	0.321657
FXR2	PSMB6	0.321616
NSUN2	MED10	0.321551
MIS12	SMYD4	0.321519
TESPA1	GIMAP1	0.321481
PIN1	RPS28	0.321457
SIGLEC9	FPR3	0.321449
CD86	C3AR1	0.321425
TASL	RNASE6	0.321416
ORC2	NIF3L1	0.321363
CD33	TNFAIP8L2	0.321348
BRD9	NSUN2	0.321179
NCKAP1L	GPR65	0.321172
SF3B6	GPN1	0.32113
UPF3B	RBMX2	0.321072
CCDC127	GOLPH3-DT	0.320955
BAP1	IP6K1	0.320954
TMEM161A	PGLS	0.320942
DDX39B	MSH5	0.320917
ZNF566	ZNF234	0.320874
WDR48	IP6K1	0.320857
ZXDA	ZXDB	0.320851
WDR48	SETD2	0.32081
ITGAE	NLRC3	0.320805
ZFR	DROSHA	0.320783
STAB1	LRRC25	0.320748
TYROBP	LAPTM5	0.320742
AKAP8	EIF3G	0.32058
LMF1	C7orf50	0.320554
LSM4	RPL39L	0.320514
C1orf162	TMEM273	0.320509
MAEA	DHX15	0.32046
SCAP	RBSN	0.320459
MARCHF6	ZNF622	0.320332
SNW1	VIPAS39	0.320323
USP10	EMC8	0.320276
ZNF574	SAMD4B	0.320275
FCER1G	RNASE6	0.320234
CORO1A	LCK	0.320146
ARAF	WDR13	0.320037
PLVAP	ESAM	0.319958
BTBD7	DCAF5	0.319938
SNW1	GLRX5	0.319908
PTPN7	GAB3	0.319895
WDR1	PIGG	0.319886
ROBO4	EXOC3L2	0.319864
PTPN7	IKZF3	0.319836
CNTROB	TOP3A	0.319808
ZNF28	ZNF845	0.31978
ATP6AP1	MECP2	0.319719
SAP18	MRPL57	0.319669
ZNF621	NR2C2	0.319663
DOCK2	ARHGAP25	0.319661
TIE1	NOVA2	0.319649
FAM3C2P	FAM3C	0.319599
MS4A6A	MNDA	0.319563
DAP3	DEDD	0.319551
THOC7	PSMD6	0.319524
ZNF714	ZNF431	0.319458
TARS1	ZNF131	0.31944
AURKA	UBE2C	0.31943
MED29	SAMD4B	0.319372
SPRTN	EXOC8	0.319329
XAB2	SGTA	0.319316
NIPBL	NIPBL-DT	0.319265
NCKAP1L	CD226	0.319251
MAPRE1	DDX27	0.31922
BLTP1	MFSD8	0.319213
PAICS	PPAT	0.319166
CD37	PIK3CG	0.31906
KEAP1	LSM4	0.319005
DCAF1	USP19	0.319003
CD86	MARCHF1	0.318987
APBB1IP	HAVCR2	0.318982
GLOD4	PRPF8	0.318943
GEMIN2	ISCA2	0.318919
ITGAX	LRRC25	0.318859
CORO1A	TESPA1	0.31873
PBK	CDCA2	0.318707
DEDD	UBE2Q1	0.318673
CD93	PLVAP	0.318641
GPR65	GAB3	0.318639
TEK	GJA4	0.318632
CORO1A	SEPTIN1	0.318617
MMAB	NSMCE1	0.318569
MRPS30	ZNF622	0.318551
FIG4	MAP3K7	0.318532
BTK	PIK3R6	0.318523
DYRK1A	SETD4	0.318499
SUB1	MARCHF6	0.318444
TMEM273	LILRB3	0.318443
NUP155	FASTKD3	0.318427
NCBP3	NDEL1	0.318421
CPNE1	NFS1	0.318401
TTC33	TMEM267	0.318357
LYSET	GON7	0.318286
MFNG	GIMAP1	0.318267
NCKAP1L	ARHGEF6	0.318259
ATP6AP1	GDI1	0.318259
STAB1	RNASE6	0.318216
MCPH1	CNOT7	0.318167
ANAPC4	RNF4	0.318148
ARHGAP9	DOCK2	0.318118
WDR48	RBSN	0.318114
NUP155	PAIP1	0.318071
NCKAP1L	SLC39A13-AS1	0.318052
CD33	MNDA	0.318038
SPI1	ABI3	0.31802
PIK3CG	CD226	0.317993
XRN2	NXT1	0.317878
TRAF2	FBXW5	0.317871
SNX4	ZNF148	0.317862
PTPN23	ZNF621	0.31781
FMR1	VMA21	0.317786
ACAP1	IL16	0.317765
MARCHF6	DNAJC21	0.317744
WBP4	ZC3H13	0.317726
PPP1R7	SEPTIN2	0.3177
ARHGAP9	GNG2	0.317651
XRCC5	CNOT9	0.317632
SLC30A9	TMEM33	0.317609
RAB5A	DPH3	0.317599
RFC1	UBE2K	0.317598
ORC3	RARS2	0.317582
ACAP1	SASH3	0.317551
AGAP2	NLRC3	0.317533
RAD1	C5orf34	0.317513
CYTH4	ITGAX	0.317511
GIMAP6	GAB3	0.317468
POLG	FAN1	0.317463
DOK2	LRRC25	0.317399
EMD	SLC10A3	0.317351
MS4A6A	CSF1R	0.317346
ADAMTS2	PDGFRB	0.317329
FAM120B	TBP	0.317303
COQ6	DCAF5	0.317233
ZEB2	LRRC25	0.317225
MRE11	ANKRD49	0.317198
DERL2	MIS12	0.317192
C1orf162	ZEB2	0.317188
GPR65	SPN	0.317133
RAF1	BRPF1	0.317129
BCL7C	MMAB	0.3171
RASAL3	GNG2	0.317061
FAM193A	TADA2B	0.317061
PIF1	ARHGAP11A	0.316921
FLT1	PCDH17	0.316884
FASTKD3	CCT5	0.316873
TENT4A	DROSHA	0.316789
SCAP	RAD54L2	0.316787
ZNF800	TNPO3	0.316768
APBB1IP	MS4A6A	0.316758
ZNF264	ZNF805	0.316716
CSF1R	AIF1	0.316686
APBB1IP	RASAL3	0.31668
ITGAX	C3AR1	0.31666
HOXD9	HOXD-AS2	0.316634
PLCB2	PIK3R6	0.316552
GON4L	DEDD	0.316458
BTK	TESPA1	0.316453
PDSS2	CEP57L1	0.316448
RAE1	ACTR5	0.316432
COX10	FXR2	0.316418
GRPEL1	TADA2B	0.316327
CD37	PIK3R5	0.316322
ELAC2	SENP3	0.316293
MRPS7	SAP30BP	0.31627
KEAP1	RPS28	0.316256
PTPN7	IL16	0.316193
ATRIP	CNOT10	0.31618
GPATCH1	URI1	0.316171
ZNF230	ZNF284	0.316125
GPR34	LRRC25	0.316107
RAMP3	PLVAP	0.316091
GRPEL1	NELFA	0.316084
TMED7	TMEM167A	0.316073
TYROBP	ABI3	0.315938
ANKRD44	IKZF1	0.315919
PBRM1	SACM1L	0.315918
UBP1	WDR82	0.315892
PUSL1	ATAD3A	0.315752
ARHGAP9	GPR65	0.315727
ATXN3	AP4S1	0.315717
DISP1	ALG1L1P	0.315673
RASAL3	PIK3R6	0.315637
PITX1	PITX1-AS1	0.315588
GNA11	CSNK1G2	0.315585
ATAD1	GHITM	0.315547
CD33	SIGLEC9	0.315516
SNX20	SLC39A13-AS1	0.315492
TLR4	GPR65	0.315425
DCST2	DCST1	0.315423
COG6	GPALPP1	0.31538
ZNF600	ZNF845	0.315358
MS4A6A	ITGA4	0.315232
TECR	PGLS	0.315193
NSMCE1	LCMT1	0.315178
PAFAH1B1	RPA1	0.31512
POMT2	BRF1	0.315118
ETFB	MMAB	0.315118
C5orf22	TARS1	0.315115
YTHDF1	RALGAPB	0.315076
BUB1B	ARHGAP11A	0.31507
XAB2	YJU2	0.31506
PLCB2	RNASE6	0.315022
SLC25A17	DRG1	0.314994
