GenA	GenB	MI
SNX20	RHOH	0.361536
APBB1IP	DOCK8	0.361518
CD37	PTPN7	0.361411
NCAPD2	CDCA3	0.361244
HAVCR2	PIK3R5	0.361234
SUCLA2	MED4	0.361137
MYCT1	ARHGEF15	0.36105
NCKAP1L	ARHGEF6	0.360973
SIL1	SMUG1	0.360913
RASAL3	DOCK8	0.360889
WAS	GIMAP1	0.360712
FERMT3	IL16	0.360675
RASAL3	GNG2	0.360639
NAA50	ATG3	0.360607
GPR65	DOK2	0.360534
SELPLG	MYO1F	0.360501
ZNF567	ZNF420	0.36036
CD93	GPR4	0.360321
ROBO4	CD34	0.360316
SASH3	GAB3	0.36029
LCP2	PARVG	0.360093
CD37	SEPTIN1	0.360065
EDF1	SSNA1	0.360043
SNX20	GIMAP1	0.359888
RASAL3	PIK3R5	0.35979
LCK	IKZF1	0.35978
SELPLG	ARHGEF6	0.359776
NDUFB5	MRPL47	0.35969
CNRIP1	LDB2	0.359661
LCP2	DOK2	0.359566
MYO1F	RHOH	0.359553
RAMP3	PECAM1	0.359329
IKZF1	SPN	0.359322
PCDH17	CLEC14A	0.359265
APBB1IP	CYTH4	0.359133
MED23	CASP8AP2	0.359044
RTN4IP1	MMAB	0.359038
ABI3	AIF1	0.359014
PKD1P3	PKD1P6	0.358936
CDK10	SPG7	0.358927
CORO1A	FAM78A	0.358919
AKNA	PTPN7	0.358858
FAM78A	SNX20	0.358852
NCKAP1L	C3AR1	0.358802
CYTH4	CD37	0.358798
ZNF671	CD37	0.358794
TRAF3IP3	SEPTIN1	0.358793
MYCT1	S1PR1	0.358747
DOCK2	GPR65	0.358745
TMEM219	NSMCE1	0.358651
CORO1A	MAP4K1	0.358635
CLEC2D	ACAP1	0.358633
KDR	PLVAP	0.358607
ADGRF5	PCDH17	0.358596
AKNA	ARHGAP9	0.358568
CORO1A	ARHGAP25	0.358447
APBB1IP	TRPV2	0.358437
BTK	AIF1	0.35831
NPAT	CUL5	0.35826
MFNG	GIMAP1	0.35825
CRBN	CCDC174	0.358244
CORO1A	IKZF1	0.358205
BTK	C3AR1	0.358049
LCP2	ABI3	0.358038
CNRIP1	ZEB1	0.357988
MYO1F	LAPTM5	0.357984
WAS	RAB33A	0.357968
RAB33A	RHOH	0.357952
CD86	AIF1	0.357932
PTPN7	DOK2	0.357918
RASSF4	MYO1F	0.357803
MYO1F	PTPN7	0.357675
GPR65	LRRC25	0.357591
CCR1	FPR3	0.3575
NCKAP1L	RHOH	0.357439
PRKCQ	PRKCQ-AS1	0.35734
SASH3	MYO1G	0.357334
PLVAP	ESAM	0.357317
MPST	TST	0.357244
GPR65	SNX20	0.357224
WDR82	SETD2	0.357007
CD37	GPR65	0.356981
NOS1AP	C1orf226	0.356978
TRAF3IP3	DOCK2	0.356907
RASAL3	RAB33A	0.356849
FPR3	TRPV2	0.356707
ARHGAP9	TAGAP	0.356688
PTPN7	FERMT3	0.356561
ATP6V1C1	VIRMA	0.356486
ATP5MC2	NSMCE1	0.356482
CORO1A	PIK3CG	0.356465
ARHGEF6	NLRC3	0.356447
ABI3	CSF1R	0.356409
PARP9	DTX3L	0.356338
SCAP	DHX30	0.356332
DHX30	QRICH1	0.35631
CD4	FCER1G	0.356302
CD86	C3AR1	0.356237
MYO1F	SEPTIN1	0.35618
RASSF4	TRPV2	0.356022
NOVA2	TM4SF18	0.355971
ACAP1	CD37	0.355964
ESAM	TM4SF18	0.355908
MS4A6A	LY86	0.355885
NLRC3	IKZF1	0.355827
TRIP12	GIGYF2	0.355802
PIK3CG	FAM78A	0.355771
TEK	HSPA12B	0.355746
APBB1IP	HAVCR2	0.355746
RTN4IP1	CASZ1	0.355738
CD4	LY86	0.35569
ZNF337	ZNF337-AS1	0.355453
LCP2	ARHGAP25	0.355395
ACTL6A	DNAJC19	0.355379
SASH3	ARHGAP25	0.35513
CD4	AIF1	0.355098
RAMP3	DIPK2B	0.355067
RASSF4	CD86	0.355028
NCKAP1L	MNDA	0.354987
PTPN7	IKZF1	0.354951
UBP1	CNOT10	0.354891
C3AR1	TRPV2	0.354818
AKNA	SELPLG	0.354528
ARHGAP9	NCKAP1L	0.354331
DCAF1	BRPF1	0.35426
CD93	TM4SF18	0.354243
MS4A6A	HAVCR2	0.354213
TYROBP	C1orf162	0.354186
LY86	AIF1	0.35418
BTK	LY96	0.354086
CD4	PIK3CG	0.354059
FAM193A	CTBP1	0.354027
ELOB	MMAB	0.353973
PCDH17	PLVAP	0.35377
GAB3	TRPV2	0.353755
RPLP2	MRPL23	0.353694
BRPF1	SETD2	0.353657
TRAF3IP3	PIK3CG	0.353614
CD34	GPR4	0.353612
CASZ1	MIGA1	0.353575
NIPBL	ZNF131	0.353566
CD226	IKZF1	0.35356
ARHGAP25	RHOH	0.353494
CCDC82	JRKL	0.353339
ZNF671	DOCK2	0.353315
DIPK2B	JAM2	0.353303
OAS2	CMPK2	0.353202
LAPTM5	C3AR1	0.353
RAMP3	CD34	0.352897
WAS	GPSM3	0.352787
TESPA1	RHOH	0.352739
CMPK2	USP18	0.352736
M6PR	RECQL	0.352682
ARHGEF6	PTPN7	0.352589
IFITM3	IFITM1	0.352384
TSG101	C11orf58	0.352375
CD93	ROBO4	0.352364
SELPLG	SPN	0.352232
IFFO1	MYO1F	0.352227
FAM78A	TRPV2	0.352227
PDGFRB	ZEB1	0.352214
ARHGEF6	GIMAP6	0.352171
CD33	FERMT3	0.352054
SPI1	HAVCR2	0.352018
HEATR1	URB2	0.351892
MICOS10	CCDC57	0.351758
FAM78A	IKZF1	0.351746
CYTH4	GIMAP1	0.351716
LCP2	LCK	0.351633
TRAF3IP3	PTPN7	0.351619
TMEM258	SDHAF2	0.351588
ZNF567	ZNF527	0.351572
ZEB1	LDB2	0.35152
ZNF671	PIK3CG	0.351378
CASZ1	MICOS10	0.351318
KDR	ARHGEF15	0.351296
MS4A6A	RNASE6	0.351274
ARHGAP9	ARHGEF6	0.351115
CYTH4	DOK2	0.351098
TUSC2	SPCS1	0.35103
DROSHA	RAD1	0.351023
SELPLG	NLRC3	0.350984
PLVAP	CLEC14A	0.350975
FAM78A	SEPTIN1	0.35097
MYO1G	PTPN7	0.350921
MNDA	SLC39A13-AS1	0.350902
MYO1F	ARHGAP30	0.350819
ARHGAP9	GAB3	0.350757
PPAN	P2RY11	0.350741
SASH3	GNG2	0.350712
SELPLG	LCK	0.350678
CYTH4	ARHGAP25	0.350638
UBA3	PPP4R2	0.350622
VPS37A	CNOT7	0.350619
DCAF1	QRICH1	0.350565
CD4	SNX20	0.350262
MYCT1	CD93	0.350242
ZNF571	ZNF420	0.350088
DOCK2	RAB33A	0.350088
DOCK8	FERMT3	0.350055
MAP4K1	DOCK2	0.350053
NSUN2	MED10	0.349959
ZZEF1	CAMTA2	0.349935
WDR82	RBM15B	0.349919
TYROBP	MS4A6A	0.349799
USP19	ARIH2	0.349798
SATB2	SATB2-AS1	0.349777
ITGA4	GIMAP6	0.34976
ELAC2	C1QBP	0.349714
RIC1	AK3	0.349712
KDR	CD34	0.349599
DOCK8	NLRC3	0.349491
KIF20A	CCNB1	0.349486
WAS	PLCB2	0.349427
BTK	MNDA	0.349424
CD86	MYO1F	0.349343
SIGLEC9	HAVCR2	0.349337
TYROBP	AIF1	0.349326
FERMT3	IKZF1	0.349324
LY86	LY96	0.349248
NUP155	NIPBL	0.349247
PCDH17	TEK	0.349238
CD4	PARVG	0.349218
ZNF430	ZNF431	0.349197
CCDC57	QTRT1	0.349191
GAB3	IL16	0.349175
MNDA	LRRC25	0.349154
CDC20	KIF2C	0.349148
CYTH4	GPR65	0.349071
GIMAP6	DOK2	0.348876
NDUFA1	COX7B	0.348812
C11orf58	GTF2H1	0.348729
LCP2	LPXN	0.348665
USP19	SETD2	0.348626
MAP4K1	ARHGAP9	0.348611
UBE2I	RNPS1	0.348576
FERMT3	CD226	0.348556
PDCD11	NOLC1	0.348542
SELPLG	FERMT3	0.348529
CYTH4	SPN	0.348469
C1orf54	ZEB2	0.348459
CLEC14A	GPR4	0.348393
CD226	IL16	0.348208
LAPTM5	FPR3	0.348012
CD226	RHOH	0.347869
XRCC5	CNOT9	0.347835
RAF1	VGLL4	0.347812
PDCD2	TBP	0.34781
ADISSP	NOP56	0.3478
RPL17P6	RPL17P18	0.347733
CD37	TESPA1	0.347631
ESAM	CLEC14A	0.347598
SP100	SP110	0.347543
DOCK2	PARVG	0.347391
CD33	TRPV2	0.347382
LYSET	GON7	0.34738
CD37	ARHGAP25	0.347308
WAS	CD226	0.34722
FAM78A	GIMAP6	0.347164
RHOH	GNG2	0.347113
APBB1IP	CD37	0.347074
TMEM126A	TMEM126B	0.347062
MYO1F	CD226	0.347058
SIL1	PPCDC	0.347047
ZW10	BUD13	0.347045
ARHGAP9	FAM78A	0.347044
OAS1	OAS2	0.347023
RAB33A	LCK	0.34699
UBE2K	MRFAP1	0.346911
GPR65	MNDA	0.346897
RAB33A	SEPTIN1	0.346895
ARHGAP9	MYO1G	0.346894
ZNF527	ZNF420	0.34685
HAVCR2	MS4A7	0.346803
IKZF3	IL16	0.346735
CCDC22	TIMM17B	0.34673
PAFAH1B1	PSMB6	0.346702
VIRMA	WASHC5	0.346699
ADGRF5	DIPK2B	0.346665
ZEB2	GIMAP8	0.346576
PIK3R5	RHOH	0.346537
QTRT2	NEPRO	0.346401
TRAF3IP3	IL16	0.3464
MYNN	PHC3	0.346275
DOCK8	MYO1F	0.346238
CTBP1	NELFA	0.346177
CORO1A	NLRC3	0.346139
JAK3	SEPTIN1	0.346017
FERMT3	SPN	0.345968
CD93	ARHGEF15	0.345939
IKZF3	LCK	0.34593
NCKAP1L	GPSM3	0.345798
LRRC32	CD34	0.345775
INTS9	CCAR2	0.345754
IKZF3	NLRC3	0.345679
RAD1	NUP155	0.345666
SMUG1	ATP5MC2	0.345468
CNOT9	RNF25	0.34537
FAM78A	NLRC3	0.345355
CD4	GPR65	0.345281
UBA3	PBRM1	0.345246
TYROBP	MNDA	0.345244
BTK	ZEB2	0.345196
IFFO1	ZEB2	0.345188
SMUG1	FARS2	0.345136
GAB3	SPN	0.345059
NCKAP1L	PLCB2	0.345054
ARHGEF6	SPN	0.345014
MS4A6A	ZEB2	0.344946
DHX30	USP19	0.3447
IKZF3	SEPTIN1	0.344584
TNFAIP8L2	SNX20	0.344582
IFFO1	GIMAP8	0.344464
CLEC14A	GJA4	0.34441
BTK	DOK2	0.34435
TYROBP	FERMT3	0.344259
PLVAP	ROBO4	0.344246
ACAP1	MYO1F	0.344234
RASAL3	GIMAP6	0.34422
MIR570	MUC20-OT1	0.344182
TASL	SNX20	0.344156
RPUSD4	HINFP	0.344105
PDHX	TRIM44	0.343976
PIK3CG	TESPA1	0.343805
MS4A6A	SLC8A1	0.343763
PIGU	RALY	0.343723
APBB1IP	PTPN7	0.343564
SLBP	HAUS3	0.343459
OAS3	OAS2	0.343271
CORO1A	CD226	0.343214
CASZ1	PPCDC	0.343187
GNA11	SGTA	0.343091
RAD1	NIPBL	0.34308
MTMR2	CCDC82	0.342867
APBB1IP	LAPTM5	0.342815
FERMT3	GAB3	0.342813
SLC26A11	SGSH	0.342812
SELPLG	CD226	0.342801
PTPN7	IKZF3	0.342762
NOVA2	DIPK2B	0.342757
FMR1	HTATSF1	0.342556
ARHGEF6	SEPTIN1	0.342545
SSB	PPIG	0.342521
XPO7	CNOT7	0.342501
GPALPP1	MED4	0.342411
ACTR8	PBRM1	0.342347
RASSF4	HAVCR2	0.342257
TRAF3IP3	ACAP1	0.342202
ZNF671	TESPA1	0.342183
SUCLA2	NUDT15	0.342114
HAX1	C1orf43	0.34211
KCNMB3	LRRFIP1P1	0.341925
MYO1G	SEPTIN1	0.341889
APBB1IP	FAM78A	0.341769
NCKAP1L	ARHGAP30	0.341739
LSM3	BRK1	0.341682
ABI3	SASH3	0.341671
BTK	IL16	0.341592
ACAP1	SNX20	0.34158
FCER1G	MNDA	0.341471
HSPA12B	DIPK2B	0.341436
SGSM2	SGSM2-AS1	0.341354
SAP30BP	SRP68	0.341297
CD37	GIMAP6	0.341254
COG6	COG3	0.34119
LCP2	ST8SIA4	0.341177
MAP4K1	PTPN7	0.341116
CD4	CD37	0.341063
PARVG	TRPV2	0.341048
UBE2W	ELOC	0.341045
PDGFRB	HIC1	0.341045
ROBO4	ADGRL4	0.34102
MTMR2	CEP57	0.340975
FBXO8	CEP44	0.340791
RNF4	TADA2B	0.340707
MRPS31	EXOSC8	0.340593
PLCB2	MYO1F	0.34057
STT3A	DPAGT1	0.340561
ZNF790	ZNF345	0.340533
CCAR2	CNOT7	0.340472
BTK	APBB1IP	0.340437
CD33	FPR3	0.340405
MAP4K1	JAK3	0.340266
SRP54	EAPP	0.34018
CORO1A	GAB3	0.340076
SLC8A1	FPR3	0.339954
GIMAP6	IL16	0.339933
SNX20	AIF1	0.33983
UXT	TIMM17B	0.339717
CDC37L1	RIC1	0.339593
FCER1G	AIF1	0.339553
GIMAP6	FERMT3	0.339548
BUD13	CHEK1	0.339512
GRPEL1	LYAR	0.339482
CCT5	MRPL36	0.339465
ZNF671	RHOH	0.339404
SEPTIN1	SPN	0.339376
NSD2	FAM193A	0.339327
SPN	GIMAP1	0.339305
CD86	LY96	0.339299
GIMAP6	PTPN7	0.339278
NOVA2	KDR	0.339271
ABCF3	SENP2	0.33911
CORO1A	ABI3	0.3391
FTSJ1	PORCN	0.33887
MFNG	SASH3	0.338853
PTPN7	CD226	0.338783
ZNF707	ZFTRAF1	0.338757
FERMT3	MNDA	0.338748
IP6K1	ARIH2	0.338743
ARHGAP9	CD226	0.338666
CRBN	WDR48	0.338587
CYTH4	PIK3R5	0.33856
EDC4	DHX38	0.338508
FCGR2A	FPR3	0.33849
NIPBL	DNAJC21	0.338451
LY86	NCKAP1L	0.338333
TAF4	LSM14B	0.338256
DHX30	SMARCC1	0.338185
UBP1	BRPF1	0.338002
NOVA2	EXOC3L2	0.337975
ZNF639	PIK3CA	0.337923
STAU1	DDX27	0.337797
CD37	ARHGAP9	0.337792
CHMP7	CCAR2	0.337652
DCAF1	RBM15B	0.337581
C1orf162	RNASE6	0.337536
BTF3L4	BTF3L4P2	0.337525
USP19	QRICH1	0.337415
FERMT3	LRRC25	0.337378
SIGLEC9	CCR1	0.337251
PRKAR2A	NME6	0.337208
CD4	LRRC25	0.337195
CD37	RHOH	0.337172
ESAM	CD34	0.337081
CD37	CD226	0.337051
SUPT20H	PROSER1	0.337003
ACAP1	FAM78A	0.336957
IFFO1	GAB3	0.336943
MYO1F	GIMAP8	0.336807
ACAP1	IKZF3	0.336787
FERMT3	GIMAP8	0.336758
MAF1	HSF1	0.336752
DCUN1D1	PIK3CA	0.336665
PHRF1	RIC8A	0.336664
CSTF1	VAPB	0.336628
NCBP3	PSMB6	0.336623
CORO1A	LPXN	0.336546
TM4SF18	EMCN	0.336508
SASH3	GPSM3	0.336464
TRPV2	SPN	0.336439
WAS	LCK	0.336384
GPR65	FCER1G	0.336307
ARHGEF6	CD226	0.336239
XPO7	CCAR2	0.336172
TIE1	NOVA2	0.336164
TRPV2	AIF1	0.336155
LYRM2	PDSS2	0.336116
MS4A7	LRRC25	0.336055
GTPBP8	NEPRO	0.335979
DCUN1D1	ABCF3	0.33595
SPI1	FCER1G	0.335842
GPR65	C3AR1	0.335792
CCDC174	BRPF1	0.335757
RAF1	RNF123	0.335709
RPS15AP1	RPL10AP6	0.335706
MFNG	IL16	0.335634
FAM78A	ARHGEF6	0.335612
TRAF3IP3	CORO1A	0.335572
CYTH4	GIMAP6	0.335557
PIK3CA	ACTL6A	0.335536
EMCN	S1PR1	0.335274
LCK	GNG2	0.335263
RANBP3	HDGFL2	0.335255
BTK	TYROBP	0.3352
TAF2	UBR5	0.335197
TBC1D7	LYRM4	0.335158
RANBP3	SAFB	0.334985
CD33	SNX20	0.334956
MYO1G	SPN	0.334934
ZNF566	ZNF260	0.334849
ATRX	RLIM	0.334812
MTRR	FASTKD3	0.334735
BCL7C	TMEM219	0.334581
ITGA4	NCKAP1L	0.334521
RAMP3	CLEC14A	0.334514
ACAP1	ARHGEF6	0.334491
C3AR1	CSF1R	0.334441
OTUD5	GRIPAP1	0.334414
RASAL3	PARVG	0.334411
ZNF671	SNX20	0.334403
JAK3	MYO1G	0.334393
PCDH17	MYCT1	0.334336
TASL	GPR65	0.334334
RASAL3	TAGAP	0.334235
ACAP1	RAB33A	0.334191
SMUG1	PITPNC1	0.333906
PTPN7	GNG2	0.33388
CLEC2D	MAP4K1	0.333842
MYO1F	SPN	0.333795
RNF4	FAM193A	0.333718
UBA2	LSM14A	0.333683
ZNF571	ZNF527	0.333682
NCKAP1L	ARHGAP25	0.333678
CCNA2	MAD2L1	0.333657
NCKAP1L	CSF1R	0.333592
ADGRF5	ARHGEF15	0.333576
ADGRF5	PCDH12	0.333561
CD86	DOCK2	0.333541
DOCK8	PTPN7	0.333534
GYPC	GIMAP1	0.333529
CD33	SIGLEC9	0.333519
ZNF671	GIMAP6	0.333495
CSF1R	SLC39A13-AS1	0.333492
GYPC	IL16	0.33339
BRPF1	USP19	0.333385
TAF2	FAM91A1	0.333359
NOVA2	CLEC14A	0.333337
TAF4	YTHDF1	0.333319
SKIC2	BAG6	0.333287
SLC8A1	AIF1	0.333251
TRPV2	GIMAP1	0.333203
TIE1	PLVAP	0.333154
ADGRF5	ESAM	0.33314
INTS10	XPO7	0.333085
LSG1	SENP2	0.333058
NKAP	MCTS1	0.333005
DLL4	GPR4	0.333002
SNX20	IKZF1	0.332992
MS4A6A	DOCK2	0.332986
ZNF420	ZNF260	0.332896
LCP2	RAB33A	0.332881
CLEC2D	ARHGAP9	0.332746
SIL1	FARS2	0.332689
APBB1IP	SEPTIN1	0.332689
IL18RAP	ARHGAP9	0.33268
SPI1	PARVG	0.332672
AKNA	RHOH	0.332621
SIGLEC9	FERMT3	0.332594
PDGFRB	ANGPTL2	0.332569
SCAMP3	C1orf43	0.332471
ARHGAP9	RAB33A	0.332446
FERMT3	GPSM3	0.332352
C5orf22	DROSHA	0.332337
DOCK8	SPN	0.332332
SNX20	ARHGAP30	0.332312
MS4A6A	GAB3	0.332271
CD33	C3AR1	0.332245
TRAF3IP3	NCKAP1L	0.332224
PCDH12	GPR4	0.332212
PSMB6	TIMM22	0.332188
DCAF1	RNF123	0.332183
GPR65	SPN	0.332175
IFFO1	NCKAP1L	0.332169
TYROBP	CCR1	0.332162
AKNA	DOCK2	0.332051
MNDA	TRPV2	0.331947
RAD18	FANCD2	0.331932
CLEC2D	LCK	0.331864
BRD9	NSUN2	0.33186
DHX30	SETD2	0.331756
CYTH4	PIK3CG	0.331667
PPCDC	CCDC57	0.331588
CSNK2A1	PSMF1	0.331556
SASH3	ARHGAP30	0.331551
CD33	FCER1G	0.331498
ZNF671	PTPN7	0.331476
RNF4	HAUS3	0.331424
NCBP3	RPAIN	0.331387
ABHD17A	SLC39A3	0.331274
TAGAP	IL16	0.331256
BTK	CSF1R	0.331235
KDM4C	RCL1	0.331209
CD37	GAB3	0.331155
AKAP11	PROSER1	0.331058
NCKAP1L	MS4A7	0.330993
MTMR2	JRKL	0.330991
H2BC21	H2BC18	0.33076
GIMAP6	MYO1F	0.330739
LCP2	GIMAP1	0.330594
PIM2	RHOH	0.330579
CD33	SLC39A13-AS1	0.330547
ABI3	MS4A6A	0.330523
MYO1G	SNX20	0.330512
FCGR2A	CD14	0.330441
NOVA2	PCDH17	0.330374
DOCK8	ARHGAP9	0.330359
NOVA2	PCDH12	0.33033
CORO1A	DOK2	0.330315
ZW10	ARCN1	0.330196
ROBO4	GPR4	0.330158
ZNF671	ARHGAP25	0.330115
DPM1	STAU1	0.330019
COMMD2	DHX36	0.329956
CIAPIN1	COQ9	0.329949
SPI1	C3AR1	0.32985
LCP2	MAP4K1	0.329758
EIF2B5	DVL3	0.329677
RAB33A	IKZF1	0.329631
NCKAP1L	LRRC25	0.329614
LCP2	CD86	0.329567
ARHGEF6	IKZF1	0.32951
DOCK8	RHOH	0.329504
PCDH17	KDR	0.329481
TBXAS1	NCKAP1L	0.329439
LCP2	RASSF4	0.329431
MAP4K1	IKZF3	0.329422
LRRC25	SLC8A1	0.329422
GIMAP6	TAGAP	0.329375
ZNF527	ZNF260	0.329361
APBB1IP	SELPLG	0.329341
PIK3R5	SNX20	0.329323
ZZEF1	ANKFY1	0.329318
XIAP	STAG2	0.329289
LYRM2	RARS2	0.329273
FAM78A	GAB3	0.329254
MMAB	FARS2	0.329245
BTN3A1	BTN3A2	0.329244
MED28	MRFAP1L1	0.329212
RAMP3	PLVAP	0.329209
GIMAP6	SNX20	0.329197
ZNF529	ZNF529-AS1	0.329174
FCER1G	LAPTM5	0.329128
CD4	SLC8A1	0.329037
SENP2	UBXN7	0.328851
ZEB1	JAM2	0.328816
ARHGEF7	NAXD	0.328787
AKNA	SPN	0.328752
WAS	NLRC3	0.328727
CD37	DOCK8	0.328688
C1QBP	CLUH	0.328645
RFC1	MRFAP1	0.32861
DVL2	FXR2	0.328583
PIK3CG	NLRC3	0.328531
RASAL3	TRPV2	0.32848
TRAF3IP3	WAS	0.328471
GYPC	PECAM1	0.328407
DHX16	ABCF1	0.328386
WAS	GIMAP6	0.328351
TAF2	POLR2K	0.328322
C3AR1	AIF1	0.32827
RHOH	CASP4LP	0.328238
MS4A6A	FCER1G	0.328226
DCAF1	GNL3	0.328202
NOVA2	GPR4	0.328196
SPI1	LRRC25	0.328072
BCL7C	RPLP2	0.328026
ZNF816	ZNF28	0.328017
RASGRP2	TESPA1	0.328009
DOCK8	SEPTIN1	0.327995
SASH3	GIMAP8	0.327979
GPKOW	UXT	0.327963
MS4A6A	FCGR2A	0.327959
CD33	LY86	0.327957
LY86	CSF1R	0.327934
CD93	EMCN	0.327908
SEC62	PRKCI	0.327898
PPIG	CWC22	0.327852
CTNNBL1	RPS21	0.327848
NSMCE1	LCMT1	0.327835
CYTH4	ARHGAP30	0.327812
GPR65	GIMAP1	0.327757
TRAF3IP3	ARHGAP9	0.327729
FERMT3	RHOH	0.327682
ACAP1	GAB3	0.32763
CNOT7	PPP2R2A	0.327595
NKAPD1	RPUSD4	0.327531
THOC2	RBMX2	0.327509
AKNA	SASH3	0.327485
CDS2	STK35	0.327411
MYO1G	MYO1F	0.327393
GORASP1	SETD2	0.327364
RAMP3	LDB2	0.327256
PIK3CG	ITGA4	0.327215
SIGLEC9	ADAP2	0.327186
RAB3GAP2	ANGEL2	0.327182
STK25	ATG4B	0.327128
LYRM2	QRSL1	0.327081
LRRC25	CSF1R	0.32705
CYTH4	NLRC3	0.32705
CUL3	GIGYF2	0.327027
AASDHPPT	CUL5	0.326888
C5orf22	RAD1	0.326883
IFFO1	ZNF671	0.32687
PIK3CG	GPR65	0.326818
AAMP	RETREG2	0.326813
ARIH2	SETD2	0.32681
NDUFA10	COPS9	0.326741
VWF	PECAM1	0.326686
RBM7	ZW10	0.326625
MNDA	CSF1R	0.326575
JAK3	RHOH	0.326457
DROSHA	DNAJC21	0.326455
MYO1F	TAGAP	0.326412
TESPA1	IKZF1	0.326392
ADGRF5	NOVA2	0.32639
BTK	LRRC25	0.326384
WAS	CLEC2D	0.326322
GPR4	ARHGEF15	0.326288
ZPR1	RPUSD4	0.326263
DOCK2	IKZF3	0.326259
CASZ1	DISP1	0.326156
UCHL5	CDC73	0.326149
PCDH12	ROBO4	0.326108
UBE2K	PDS5A	0.326058
ZNF708	ZNF100	0.326004
DOK2	AIF1	0.325994
CORO1A	SELPLG	0.325952
RNF4	MRFAP1	0.32593
DOCK2	ARHGAP30	0.325907
PCDH17	TM4SF18	0.325898
FLT1	PLVAP	0.325875
LAT2	MYO1F	0.325844
DOK2	TNFAIP8L2	0.325807
HAX1	UBE2Q1	0.325763
DHX30	RNF123	0.325749
HSPA12B	LDB2	0.325497
BTK	RASSF4	0.325453
VBP1	VMA21	0.325423
CHEK1	PAFAH1B2	0.325341
BTK	TBXAS1	0.32533
CSTF1	RAE1	0.325324
C1orf162	FCER1G	0.325254
MNDA	SLC8A1	0.325228
SCAP	IP6K1	0.325213
CCDC57	MIGA1	0.325153
CD86	CSF1R	0.325122
ZCCHC4	MRFAP1L1	0.325077
MEF2C	S1PR1	0.324988
TLR4	C3AR1	0.324872
SMG6	ANKFY1	0.324823
PIM2	P2RX1	0.32472
CORO1A	GIMAP6	0.324639
TOMM22	MIEF1	0.324618
SASH3	RAB33A	0.32454
ARHGEF6	TAGAP	0.324491
N4BP3	RMND5B	0.32446
HAVCR2	LRRC25	0.324411
RASSF4	DOCK2	0.324356
DCAF1	DCP1A	0.324313
ACAP1	CYTH4	0.324184
CAPN7	SACM1L	0.324161
GRPEL1	MRFAP1	0.324152
CUL3	MRPL44	0.324079
GGT5	PDGFRB	0.324036
KCNAB2	RASAL3	0.323993
ZNF671	NCKAP1L	0.32395
BTK	PARVG	0.323944
CD4	MNDA	0.323894
IFT70B	IFT70A	0.323858
GAB3	RHOH	0.323838
TBXAS1	SPI1	0.323768
BCL7C	PPCDC	0.323757
TBXAS1	FERMT3	0.323728
LDB2	S1PR1	0.323693
ASPM	KIF14	0.323679
PDGFRB	GASK1B	0.323676
MFNG	MYO1F	0.323667
OAS2	MX1	0.323659
MLH1	QRICH1	0.323658
BAG6	PRRC2A	0.323637
NAA50	TOMM70	0.323573
ZNF383	ZNF260	0.323505
SELPLG	RAB33A	0.323497
BTK	GIMAP6	0.323411
ZNF468	ZNF888	0.32335
CORO1A	TRPV2	0.32332
PHRF1	NUP98	0.323197
LAT2	GPR65	0.323167
NCKAP1L	SLC8A1	0.323159
LCP2	ARHGEF6	0.323147
MAF1	ZFTRAF1	0.323115
GYPC	MYO1F	0.323103
PIK3CA	MFN1	0.323067
MYO1G	IKZF1	0.322989
DCUN1D1	DVL3	0.32298
DROSHA	NUP155	0.322947
SNRPN	CCDC57	0.322942
APEH	USP19	0.322941
CD33	ABI3	0.322916
RPUSD4	PAFAH1B2	0.322822
TNKS	CNOT7	0.322785
BRPF1	RNF123	0.322778
ADCK5	FBXL6	0.32276
BTK	PLCB2	0.322712
NCKAP1L	MYO1G	0.322681
TIE1	TM4SF18	0.322673
AASDHPPT	DDX10	0.322614
DNAJB11	SENP2	0.322597
MS4A6A	C1orf162	0.322534
FAM193A	HTT	0.322489
DVL3	UBXN7	0.322479
APBB1IP	ARHGAP25	0.32244
PIK3CG	LAPTM5	0.322426
ESF1	SNRPB2	0.322417
ARHGEF6	MYO1F	0.322397
PDGFRB	SGIP1	0.322393
MAEA	CTBP1	0.322375
DNAJC13	PIK3R4	0.322372
BTK	GIMAP8	0.322372
WAS	CD86	0.322348
DCAF1	PBRM1	0.322316
MKRN2	CCDC174	0.322313
PTPN23	DHX30	0.322297
NAF1	TMA16	0.322293
BTK	ABI3	0.322287
ABI3	RAB33A	0.322256
IFFO1	FERMT3	0.322253
FERMT3	ARHGAP30	0.322237
SELPLG	TAGAP	0.322208
TIE1	ADGRF5	0.322174
RETREG2	CTDSP1	0.322125
SELPLG	GAB3	0.322072
GPR65	LAPTM5	0.322047
IFFO1	TRPV2	0.32204
ZNF383	ZNF527	0.322035
SMARCC1	QRICH1	0.322013
CD86	MNDA	0.321782
GLT8D1	SPCS1	0.321763
PCDH17	GPR4	0.321756
TIE1	CD93	0.321737
GPR34	C3AR1	0.321729
MKRN2	CRBN	0.321715
BCL7C	GALNT14	0.321715
STAU1	SPATA2	0.321698
CASZ1	RPLP2	0.321647
MS4A6A	GIMAP8	0.321592
ARHGAP25	GIMAP1	0.321578
RASAL3	FMNL1	0.321503
TEK	RAMP3	0.321415
MAP4K1	MYO1F	0.321393
RRP9	ARIH2	0.321384
RAB33A	SNX20	0.321364
SELPLG	SNX20	0.321327
FCER1G	CCR1	0.321293
